*DmdUnit,*DmdGroup,*Loc,*StartDate,Qty,*Event
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,22/03/2021,8,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,22/03/2021,-114.1666667,Cleanse History
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,29/03/2021,112,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,05/04/2021,19,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,05/04/2021,-116.1666667,Cleanse History
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,12/04/2021,142,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,19/04/2021,117,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,26/04/2021,165,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,03/05/2021,124,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,10/05/2021,110,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,17/05/2021,161,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,24/05/2021,75,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,31/05/2021,123,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,07/06/2021,207,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,07/06/2021,98.5,Cleanse History
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,14/06/2021,221,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,14/06/2021,112.5,Cleanse History
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,21/06/2021,41,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,28/06/2021,145,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,05/07/2021,106,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,12/07/2021,87,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,19/07/2021,109,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,26/07/2021,108,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,02/08/2021,84,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,09/08/2021,137,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,16/08/2021,97,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,23/08/2021,111,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,30/08/2021,108,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,06/09/2021,346,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,06/09/2021,243,Cleanse History
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,13/09/2021,14,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,13/09/2021,-89,Cleanse History
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,20/09/2021,36,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,27/09/2021,156,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,04/10/2021,110,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,11/10/2021,99,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,18/10/2021,70,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,25/10/2021,193,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,25/10/2021,101,Cleanse History
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,01/11/2021,70,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,08/11/2021,142,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,15/11/2021,61,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,22/11/2021,133,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,29/11/2021,85,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,06/12/2021,114,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,13/12/2021,103,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,20/12/2021,75,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,27/12/2021,97,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,03/01/2022,116,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,10/01/2022,55,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,17/01/2022,137,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,24/01/2022,88,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,31/01/2022,124,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,07/02/2022,30,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,07/02/2022,-87.33333333,Cleanse History
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,14/02/2022,118,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,21/02/2022,126,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,28/02/2022,111,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,07/03/2022,88,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,14/03/2022,94,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,21/03/2022,117,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,28/03/2022,171,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,28/03/2022,68,Cleanse History
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,04/04/2022,107,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,11/04/2022,127,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,18/04/2022,85,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,25/04/2022,117,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,02/05/2022,67,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,09/05/2022,114,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,16/05/2022,76,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,23/05/2022,130,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,30/05/2022,167,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,06/06/2022,85,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,13/06/2022,134,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,20/06/2022,121,AGGREGATED WEEKLY
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,27/06/2022,66,AGGREGATED WEEKLY
