*DmdUnit,*DmdGroup,*Loc,*StartDate,Qty,*Event
BMX_1727,BMX_HOGAR,BMX_3203,01/07/2024,52,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3203,08/07/2024,48,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3203,15/07/2024,25,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3203,15/07/2024,-19.33333333,Cleanse History
BMX_1727,BMX_HOGAR,BMX_3203,22/07/2024,23,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3203,22/07/2024,-21.33333333,Cleanse History
BMX_1727,BMX_HOGAR,BMX_3203,29/07/2024,38,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3203,05/08/2024,49,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3203,12/08/2024,44,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3203,19/08/2024,50,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3203,26/08/2024,34,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,01/01/2024,4,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,08/01/2024,5,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,15/01/2024,7,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,22/01/2024,9,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,29/01/2024,18,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,05/02/2024,12,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,12/02/2024,3,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,19/02/2024,12,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,26/02/2024,13,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,04/03/2024,14,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,11/03/2024,40,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,11/03/2024,29.5,Cleanse History
BMX_1727,BMX_HOGAR,BMX_3931,18/03/2024,10,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,25/03/2024,9,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,01/04/2024,5,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,08/04/2024,14,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,15/04/2024,13,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,22/04/2024,16,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,29/04/2024,9,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,06/05/2024,15,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,13/05/2024,11,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,20/05/2024,15,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,27/05/2024,7,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,03/06/2024,22,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,10/06/2024,10,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,17/06/2024,9,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,24/06/2024,10,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,01/07/2024,11,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,08/07/2024,14,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,15/07/2024,17,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,22/07/2024,7,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,29/07/2024,8,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,05/08/2024,9,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,12/08/2024,16,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,19/08/2024,13,AGGREGATED WEEKLY
BMX_1727,BMX_HOGAR,BMX_3931,26/08/2024,15,AGGREGATED WEEKLY
BMX_1727,BMX_OXXO,BMX_3001,22/01/2024,1,AGGREGATED WEEKLY
BMX_1727,BMX_OXXO,BMX_3001,12/02/2024,2,AGGREGATED WEEKLY
BMX_1727,BMX_OXXO,BMX_3001,19/02/2024,1,AGGREGATED WEEKLY
BMX_1727,BMX_OXXO,BMX_3001,04/03/2024,1,AGGREGATED WEEKLY
BMX_1727,BMX_OXXO,BMX_3001,18/03/2024,2,AGGREGATED WEEKLY
BMX_1727,BMX_OXXO,BMX_3001,01/04/2024,0,AGGREGATED WEEKLY
BMX_1727,BMX_OXXO,BMX_3001,08/04/2024,1,AGGREGATED WEEKLY
BMX_1727,BMX_OXXO,BMX_3001,20/05/2024,2,AGGREGATED WEEKLY
BMX_1727,BMX_OXXO,BMX_3001,03/06/2024,3,AGGREGATED WEEKLY
BMX_1727,BMX_OXXO,BMX_3001,08/07/2024,3,AGGREGATED WEEKLY
