Product,Channel,Loc,Fecha,Cantidad
BMX_1727,BMX_AUTOSERVICIOS,BMX_3001,22/01/2024,669
BMX_1727,BMX_AUTOSERVICIOS,BMX_3207,22/01/2024,62
BMX_1727,BMX_AUTOSERVICIOS,BMX_3402,22/01/2024,19
BMX_1727,BMX_AUTOSERVICIOS,BMX_3931,22/01/2024,128
BMX_1727,BMX_HOGAR,BMX_3001,22/01/2024,7
BMX_1727,BMX_HOGAR,BMX_3203,22/01/2024,45
BMX_1727,BMX_HOGAR,BMX_3931,22/01/2024,9
BMX_1727,BMX_OXXO,BMX_3001,22/01/2024,1
BMX_1727,BMX_TRADICIONAL,BMX_3001,22/01/2024,31
BMX_1727,BMX_TRADICIONAL,BMX_3207,22/01/2024,2
BMX_1727,BMX_TRADICIONAL,BMX_3402,22/01/2024,30
BMX_1727,BMX_TRADICIONAL,BMX_3931,22/01/2024,16
BMX_2,BMX_AUTOSERVICIOS,BMX_3001,22/01/2024,486
BMX_2,BMX_HOGAR,BMX_3001,22/01/2024,64.625
BMX_2,BMX_HOGAR,BMX_3203,22/01/2024,88
BMX_2,BMX_HOGAR,BMX_3207,22/01/2024,3
BMX_2,BMX_HOGAR,BMX_3931,22/01/2024,470.375
BMX_2,BMX_OXXO,BMX_3001,22/01/2024,2903.5
BMX_2,BMX_OXXO,BMX_3207,22/01/2024,631.625
BMX_2,BMX_OXXO,BMX_3402,22/01/2024,135.375
BMX_2,BMX_OXXO,BMX_3931,22/01/2024,1346.75
BMX_2,BMX_TRADICIONAL,BMX_3001,22/01/2024,28431
BMX_2,BMX_TRADICIONAL,BMX_3207,22/01/2024,1878.75
BMX_2,BMX_TRADICIONAL,BMX_3402,22/01/2024,682.125
BMX_2,BMX_TRADICIONAL,BMX_3931,22/01/2024,17687
BMX_310,BMX_AUTOSERVICIOS,BMX_3001,22/01/2024,2839
BMX_310,BMX_AUTOSERVICIOS,BMX_3207,22/01/2024,917
BMX_310,BMX_AUTOSERVICIOS,BMX_3402,22/01/2024,26
BMX_310,BMX_AUTOSERVICIOS,BMX_3931,22/01/2024,232
BMX_310,BMX_HOGAR,BMX_3001,22/01/2024,195
BMX_310,BMX_HOGAR,BMX_3203,22/01/2024,263
BMX_310,BMX_HOGAR,BMX_3207,22/01/2024,37
BMX_310,BMX_HOGAR,BMX_3931,22/01/2024,79.875
BMX_310,BMX_OXXO,BMX_3001,22/01/2024,3436.5
BMX_310,BMX_OXXO,BMX_3207,22/01/2024,3027.5
BMX_310,BMX_OXXO,BMX_3402,22/01/2024,2
BMX_310,BMX_OXXO,BMX_3931,22/01/2024,527.375
BMX_310,BMX_TRADICIONAL,BMX_3001,22/01/2024,19902.125
BMX_310,BMX_TRADICIONAL,BMX_3207,22/01/2024,7043.375
BMX_310,BMX_TRADICIONAL,BMX_3402,22/01/2024,113.875
BMX_310,BMX_TRADICIONAL,BMX_3931,22/01/2024,4453.75
BMX_6,BMX_HOGAR,BMX_3001,22/01/2024,869.661
BMX_6,BMX_HOGAR,BMX_3203,22/01/2024,282
BMX_6,BMX_HOGAR,BMX_3207,22/01/2024,2
BMX_6,BMX_HOGAR,BMX_3931,22/01/2024,102.089
BMX_6,BMX_OXXO,BMX_3001,22/01/2024,1094.874
BMX_6,BMX_OXXO,BMX_3207,22/01/2024,56
BMX_6,BMX_OXXO,BMX_3931,22/01/2024,12
BMX_6,BMX_TRADICIONAL,BMX_3001,22/01/2024,12439.288
BMX_6,BMX_TRADICIONAL,BMX_3207,22/01/2024,682
BMX_6,BMX_TRADICIONAL,BMX_3402,22/01/2024,341.958
BMX_6,BMX_TRADICIONAL,BMX_3931,22/01/2024,1975.957
BMX_997,BMX_HOGAR,BMX_3001,22/01/2024,65.168
BMX_997,BMX_HOGAR,BMX_3203,22/01/2024,35
BMX_997,BMX_HOGAR,BMX_3931,22/01/2024,74.012
BMX_997,BMX_OXXO,BMX_3931,22/01/2024,2
BMX_997,BMX_TRADICIONAL,BMX_3001,22/01/2024,1232
BMX_997,BMX_TRADICIONAL,BMX_3207,22/01/2024,26
BMX_997,BMX_TRADICIONAL,BMX_3402,22/01/2024,1.833
BMX_997,BMX_TRADICIONAL,BMX_3931,22/01/2024,128
