Producto,Desc_Producto,Familia_Producto,Categoria,Segmentacion_Producto,Ubicacion,Desc_Ubicacion,Origen_Abasto,OverrideClasificacionABCD,Override_Min_Politica_Inventarios,Override_Max_Politica_Inventarios,Medida_Override,Tipo_Override,MargenUnitario,LeadTime_Abasto_Dias,Frecuencia_Revision_Dias,Fill_Rate,MOQ,Tamano_Lote,Unidades_Pallet,Costo_Unidad,Tolerancia_Vida_Util_Dias,Vida_Util_Dias,Unidad_Medida_UOM,Presentacion,Desc_Empaque_UOM_Base,Unidades_Empaque,Cantidad_Demanda_Indirecta,Nivel_OA
2323,ZG 9001 NEGRO DAMA 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
2324,ZG 9001 NEGRO DAMA 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
2325,ZG 9001 NEGRO DAMA 26,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
2004,ZG BOTA CIERRE NEGRO 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,405.17,0,0,,PAR,PAR,,,
2003,ZG BOTA CIERRE NEGRO 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,405.17,0,0,,PAR,PAR,,,
833,ZG BOTA CIERRE NEGRO 26,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
834,ZG BOTA CIERRE NEGRO 26.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
835,ZG BOTA CIERRE NEGRO 27,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
1008,ZG BOTA CIERRE NEGRO 27.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,par,par,,,
870,ZG BOTA CIERRE NEGRO 28,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,PZ,PZ,,,
1589,ZG BOTA CIERRE NEGRO 28.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,PAR,PAR,,,
1590,ZG BOTA CIERRE NEGRO 29,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,PAR,PAR,,,
838,ZG KARLA NEGRO 23,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
705,ZG KARLA NEGRO 23.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
778,ZG KARLA NEGRO 24,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
706,ZG KARLA NEGRO 24.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
707,ZG KARLA NEGRO 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
1584,ZG KARLA NEGRO 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,PAR,PAR,,,
1585,ZG KARLA NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,PAR,PAR,,,
908,ZG MOCASIN NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,PAR,PAR,,,
935,ZG MOCASIN NEGRO 26.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,,,,,
1049,ZG MOCASIN NEGRO 27,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,PAR,PAR,,,
895,ZG MOCASIN NEGRO 27.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,PAR,PAR,,,
1065,ZG MOCASIN NEGRO 28,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,PAR,PAR,,,
934,ZG MOCASIN NEGRO 28.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,par,par,,,
1014,ZG MOCASIN NEGRO 29,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,PAR,PAR,,,
2411,CDA ALMENDRA ENCHILADA 40GR,ND,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,23.67,0,0,,PIEZA,PIEZA,,,
2537,CDA ALMENDRAS CON CHOCOLATE 180GR INMMUNIS,Slow Mover,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,64.05,175,180,,PIEZA,PIEZA,,,
2538,CDA ALMENDRAS CON CHOCOLATE 60GR INMMUNIS,ND,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,25.5,175,180,,PIEZA,PIEZA,,,
2535,CDA PASAS CON CHOCOLATE 180GR INMMUNIS,ND,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,53.34,175,180,,PIEZA,PIEZA,,,
2536,CDA PASAS CON CHOCOLATE 60GR INMMUNIS,ND,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,22.04,175,180,,PIEZA,PIEZA,,,
1681,CDA SNACKS ALMENDRA CON CHOCOLATE 60GR,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,25.5,175,180,,PIEZA,PIEZA,,,
1694,CDA SNACKS ALMENDRA ENCHILADA 60GR,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,29.4,175,180,,PIEZA,PIEZA,,,
2287,CDA SNACKS ALMENDRA NATURAL 60GR,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,35,175,180,,PZ,PZ,,,
1830,CDA SNACKS ALMENDRAS CON CHOCOLATE 180GRS,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,64.05,175,180,, PZA, PZA,,,
2226,CDA SNACKS MIX  FRUTOS CON NUEZ 180 G,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,51.12,175,180,,1,1,,,
2225,CDA SNACKS MIX ARANDANOS CON ALMENDRAS 180G,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,51.12,175,180,,PZ,PZ,,,
2150,CDA SNACKS MIX ARANDANOS CON ALMENDRAS 50G,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,16.9,175,180,,PZ,PZ,,,
1832,CDA SNACKS MIX ENERGETICO 180GRS,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,32.8,175,180,,pza,pza,,,
1689,CDA SNACKS MIX ENERGETICO 60GR,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,17.66,175,180,,PIEZA,PIEZA,,,
2151,CDA SNACKS MIX FRUTOS CON NUEZ 50G,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,16.9,175,180,,PZ,PZ,,,
1833,CDA SNACKS MIX SALUDABLE 180GRS,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,43.49,175,180,,PZA,PZA,,,
1695,CDA SNACKS MIX SALUDABLE 60GR,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,16.86,175,180,,PIEZA,PIEZA,,,
2155,CDA SNACKS NUEZ DE LA INDIA 50GRS,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,24.7,175,180,,PZ,PZ,,,
1692,CDA SNACKS NUEZ PECANERA 50GR,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,21.76,175,180,,PIEZA,PIEZA,,,
1831,CDA SNACKS PASAS CON CHOCOLATE 180GRS,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,53.34,175,180,,PZA,PZA,,,
1682,CDA SNACKS PASAS CON CHOCOLATE 60GR,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,22.04,175,180,,PIEZA,PIEZA,,,
2156,CDA SNACKS PISTACHE TOSTADO 50G,,SNACKS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,10,1,1,25.8,175,180,,PZ,PZ,,,
