Producto,Desc_Producto,Familia_Producto,Categoria,Segmentacion_Producto,Ubicacion,Desc_Ubicacion,Origen_Abasto,OverrideClasificacionABCD,Override_Min_Politica_Inventarios,Override_Max_Politica_Inventarios,Medida_Override,Tipo_Override,MargenUnitario,LeadTime_Abasto_Dias,Frecuencia_Revision_Dias,Fill_Rate,MOQ,Tamano_Lote,Unidades_Pallet,Costo_Unidad,Tolerancia_Vida_Util_Dias,Vida_Util_Dias,Unidad_Medida_UOM,Presentacion,Desc_Empaque_UOM_Base,Unidades_Empaque,Cantidad_Demanda_Indirecta,Nivel_OA
2422,ZAPATO CDA D013 NEGRO 25,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,379.5,0,0,,PAR,PAR,,,
2423,ZAPATO CDA D013 NEGRO 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,379.5,0,0,,PAR,PAR,,,
2424,ZAPATO CDA D013 NEGRO 26,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,379.5,0,0,,PAR,PAR,,,
2437,ZAPATO CDA D016 NEGRO 23,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,369.5,0,0,,PAR,PAR,,,
2438,ZAPATO CDA D016 NEGRO 23.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,369.5,0,0,,PAR,PAR,,,
2439,ZAPATO CDA D016 NEGRO 24,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,369.5,0,0,,PAR,PAR,,,
2440,ZAPATO CDA D016 NEGRO 24.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,369.5,0,0,,PAR,PAR,,,
2441,ZAPATO CDA D016 NEGRO 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,369.5,0,0,,PAR,PAR,,,
2442,ZAPATO CDA D016 NEGRO 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,369.5,0,0,,PAR,PAR,,,
2443,ZAPATO CDA D016 NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,369.5,0,0,,PAR,PAR,,,
2362,ZAPATO CDA D017 NEGRO 23,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,379.5,0,0,,PAR,PAR,,,
2363,ZAPATO CDA D017 NEGRO 23.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,379.5,0,0,,PAR,PAR,,,
2364,ZAPATO CDA D017 NEGRO 24,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,379.5,0,0,,PAR,PAR,,,
2365,ZAPATO CDA D017 NEGRO 24.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,379.5,0,0,,PAR,PAR,,,
2366,ZAPATO CDA D017 NEGRO 25,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,379.5,0,0,,PAR,PAR,,,
2367,ZAPATO CDA D017 NEGRO 25.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,379.5,0,0,,PAR,PAR,,,
2368,ZAPATO CDA D017 NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,379.5,0,0,,PAR,PAR,,,
2567,ZAPATO CDA D017 ROSA 23,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,385.5,0,0,,PAR,PAR,,,
2568,ZAPATO CDA D017 ROSA 23.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,385.5,0,0,,PAR,PAR,,,
2569,ZAPATO CDA D017 ROSA 24,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,385.5,0,0,,PAR,PAR,,,
2570,ZAPATO CDA D017 ROSA 24.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,385.5,0,0,,PAR,PAR,,,
2571,ZAPATO CDA D017 ROSA 25,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,385.5,0,0,,PAR,PAR,,,
2572,ZAPATO CDA D017 ROSA 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,385.5,0,0,,PAR,PAR,,,
2573,ZAPATO CDA D017 ROSA 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,385.5,0,0,,PAR,PAR,,,
1858,ZAPATO CDA NEGRO 1003 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,479,0,0,,PAR,PAR,,,
1859,ZAPATO CDA NEGRO 1003 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,521.5,0,0,,PAR,PAR,,,
1860,ZAPATO CDA NEGRO 1003 26.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,521.5,0,0,,PAR,PAR,,,
1861,ZAPATO CDA NEGRO 1003 27,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,521.5,0,0,,PAR,PAR,,,
1862,ZAPATO CDA NEGRO 1003 27.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,521.5,0,0,,PAR,PAR,,,
1863,ZAPATO CDA NEGRO 1003 28,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,521.5,0,0,,PAR,PAR,,,
1864,ZAPATO CDA NEGRO 1003 28.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,521.5,0,0,,PAR,PAR,,,
1865,ZAPATO CDA NEGRO 1003 29,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,521.5,0,0,,PAR,PAR,,,
1866,ZAPATO CDA NEGRO 1003 29.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,479,0,0,,PAR,PAR,,,
1867,ZAPATO CDA NEGRO 1003 30,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,479,0,0,,PAR,PAR,,,
2581,ZAPATO CDA W553 NEGRO 23,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,384.5,0,0,,PAR,PAR,,,
2582,ZAPATO CDA W553 NEGRO 23.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,384.5,0,0,,PAR,PAR,,,
2583,ZAPATO CDA W553 NEGRO 24,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,384.5,0,0,,PAR,PAR,,,
2584,ZAPATO CDA W553 NEGRO 24.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,384.5,0,0,,PAR,PAR,,,
2585,ZAPATO CDA W553 NEGRO 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,384.5,0,0,,PAR,PAR,,,
2587,ZAPATO CDA W553 NEGRO 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,384.5,0,0,,PAR,PAR,,,
2588,ZAPATO CDA W553 NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,384.5,0,0,,PAR,PAR,,,
2560,ZAPATO CDA W654 MARINO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2561,ZAPATO CDA W654 MARINO 26.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2562,ZAPATO CDA W654 MARINO 27,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2563,ZAPATO CDA W654 MARINO 27.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2564,ZAPATO CDA W654 MARINO 28,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2565,ZAPATO CDA W654 MARINO 28.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2566,ZAPATO CDA W654 MARINO 29,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2552,ZAPATO CDA W654 NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2553,ZAPATO CDA W654 NEGRO 26.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2554,ZAPATO CDA W654 NEGRO 27,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2555,ZAPATO CDA W654 NEGRO 27.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2556,ZAPATO CDA W654 NEGRO 28,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2557,ZAPATO CDA W654 NEGRO 28.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
2558,ZAPATO CDA W654 NEGRO 29,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,432.5,0,0,,PAR,PAR,,,
1571,ZAPATO CDA Z002 NEGRO 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,339.5,0,0,,PAR,PAR,,,
1834,ZAPATO CDA Z002 NEGRO 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,339.5,0,0,,PAR,PAR,,,
1572,ZAPATO CDA Z002 NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,409.5,0,0,,PAR,PAR,,,
1835,ZAPATO CDA Z002 NEGRO 26.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,409.5,0,0,,PAR,PAR,,,
1573,ZAPATO CDA Z002 NEGRO 27,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,409.5,0,0,,PAR,PAR,,,
1836,ZAPATO CDA Z002 NEGRO 27.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,409.5,0,0,,PAR,PAR,,,
1574,ZAPATO CDA Z002 NEGRO 28,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,409.5,0,0,,PAR,PAR,,,
1837,ZAPATO CDA Z002 NEGRO 28.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,409.5,0,0,,PAR,PAR,,,
1838,ZAPATO CDA Z002 NEGRO 29,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,409.5,0,0,,PAR,PAR,,,
1807,ZAPATO CDA Z003 NEGRO 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
1808,ZAPATO CDA Z003 NEGRO 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
1580,ZAPATO CDA Z003 NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
1809,ZAPATO CDA Z003 NEGRO 26.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
1581,ZAPATO CDA Z003 NEGRO 27,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
1810,ZAPATO CDA Z003 NEGRO 27.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
1582,ZAPATO CDA Z003 NEGRO 28,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
1811,ZAPATO CDA Z003 NEGRO 28.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
1583,ZAPATO CDA Z003 NEGRO 29,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
2545,ZAPATO CDA Z005 NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,419.5,0,0,,PAR,PAR,,,
2546,ZAPATO CDA Z005 NEGRO 26.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,419.5,0,0,,PAR,PAR,,,
2547,ZAPATO CDA Z005 NEGRO 27,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,419.5,0,0,,PAR,PAR,,,
2548,ZAPATO CDA Z005 NEGRO 27.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,419.5,0,0,,PAR,PAR,,,
2549,ZAPATO CDA Z005 NEGRO 28,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,419.5,0,0,,PAR,PAR,,,
2550,ZAPATO CDA Z005 NEGRO 28.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,419.5,0,0,,PAR,PAR,,,
2551,ZAPATO CDA Z005 NEGRO 29,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,419.5,0,0,,PAR,PAR,,,
2048,ZAPATO D016 PLATEADO CDA 22,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
2049,ZAPATO D016 PLATEADO CDA 22.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
2028,ZAPATO D016 PLATEADO CDA 23,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,349.5,0,0,,PAR,PAR,,,
2029,ZAPATO D016 PLATEADO CDA 23.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,349.5,0,0,,PAR,PAR,,,
2030,ZAPATO D016 PLATEADO CDA 24,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,349.5,0,0,,PAR,PAR,,,
2031,ZAPATO D016 PLATEADO CDA 24.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,349.5,0,0,,PAR,PAR,,,
2032,ZAPATO D016 PLATEADO CDA 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,349.5,0,0,,PAR,PAR,,,
2033,ZAPATO D016 PLATEADO CDA 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,349.5,0,0,,PAR,PAR,,,
2034,ZAPATO D016 PLATEADO CDA 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,349.5,0,0,,PAR,PAR,,,
2035,ZAPATO D016 PLATEADO CDA 26.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
2036,ZAPATO D016 PLATEADO CDA 27,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,319.5,0,0,,PAR,PAR,,,
2266,ZAPATO P108 BEIGE CDA 23,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,403,0,0,,PAR,PAR,,,
2267,ZAPATO P108 BEIGE CDA 23.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,403,0,0,,PAR,PAR,,,
2268,ZAPATO P108 BEIGE CDA 24,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,403,0,0,,PAR,PAR,,,
2269,ZAPATO P108 BEIGE CDA 24.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,403,0,0,,PAR,PAR,,,
2270,ZAPATO P108 BEIGE CDA 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,0,1,1,403,0,0,,PAR,PAR,,,
1726,ZG 001 MIEL 22.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,PAR,PAR,,,
844,ZG 001 MIEL 23,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,PZ,PZ,,,
969,ZG 001 MIEL 23.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
896,ZG 001 MIEL 24,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,par,par,,,
897,ZG 001 MIEL 24.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,par,par,,,
906,ZG 001 MIEL 25,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
1841,ZG 001 MIEL 25.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
1842,ZG 001 MIEL 26,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
1725,ZG 003 MARFIL 22.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,PAR,PAR,,,
1021,ZG 003 MARFIL 23,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
713,ZG 003 MARFIL 23.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,pz,pz,,,
785,ZG 003 MARFIL 24,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,pz,pz,,,
714,ZG 003 MARFIL 24.5 ,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,pz,pz,,,
715,ZG 003 MARFIL 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,pz,pz,,,
1843,ZG 003 MARFIL 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
1844,ZG 003 MARFIL 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
832,ZG 3010 CAFÉ 26,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
737,ZG 3010 CAFE 26.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
738,ZG 3010 CAFE 27,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
739,ZG 3010 CAFE 27.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
740,ZG 3010 CAFE 28,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
741,ZG 3010 CAFE 28.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
1066,ZG 3010 CAFE 29,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,PAR,PAR,,,
718,ZG 3010 NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
1050,ZG 3010 NEGRO 26.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,PAR,PAR,,,
719,ZG 3010 NEGRO 27,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
720,ZG 3010 NEGRO 27.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
721,ZG 3010 NEGRO 28,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,pz,pz,,,
722,ZG 3010 NEGRO 28.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,par,par,,,
877,ZG 3010 NEGRO 29,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,443.96,0,0,,par,par,,,
967,ZG 360G NEGRO 22.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,560,0,0,,PAR,PAR,,,
830,ZG 360G NEGRO 23,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PZ,PZ,,,
855,ZG 360G NEGRO 23.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PZ,PZ,,,
856,ZG 360G NEGRO 24,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PZ,PZ,,,
857,ZG 360G NEGRO 24.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PZ,PZ,,,
831,ZG 360G NEGRO 25,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PZ,PZ,,,
1845,ZG 360G NEGRO 25.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
1846,ZG 360G NEGRO 26,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,PAR,PAR,,,
1728,ZG 370G NEGRO 22.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,PAR,PAR,,,
898,ZG 370G NEGRO 23,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,par,par,,,
749,ZG 370G NEGRO 23.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
750,ZG 370G NEGRO 24,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
751,ZG 370G NEGRO 24.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
752,ZG 370G NEGRO 25,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
753,ZG 370G NEGRO 25.5,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
754,ZG 370G NEGRO 26,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,387.93,0,0,,pz,pz,,,
2319,ZG 9001 NEGRO DAMA 23,Slow Mover,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
2320,ZG 9001 NEGRO DAMA 23.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
2321,ZG 9001 NEGRO DAMA 24,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
2322,ZG 9001 NEGRO DAMA 24.5,ND,ZAPATOS,ACTIVO,3,ESCOBEDO,,,,,,,1,1,14,0.8,1,1,1,418.11,0,0,,PAR,PAR,,,
